ID,DateReceived,ReceivedQ,DateValid,Authority,LPA19CD,LPA19NM,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
P/2013/0231/F,21-Mar-2013,,21-Mar-2013,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Local,Industrial,Rural: Countryside, , ,Rock extraction with restoration of extracted area to pasture.,On Blackrock Road Crossmaglen Newry 240 Metres south west of no 11 Teer Road Crossmaglen Newry,"289,901","317,127",Pending, ,,,,,,1,12 months and over
P/2013/0789/F,28-Oct-2013,,28-Oct-2013,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Change of Use,Urban, , ,Relocation of area of open space from that previously approved under P/03/0542/F,Opposite and NE of No 14 Elmgrove  Rathfriland Road  Newry  BT34 1GZ,"310,193","327,896",Pending, ,,,,,,1,12 months and over
B/2014/0047/F,07-Mar-2014,,07-Mar-2014,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Mixed Use,Rural: Countryside, , ,"Retrospective application for internal sub-division of 2 existing dwellings to form self catering tourist unit in each dwelling at 76E and F and 76C and D Duncrun Road, Bellarena, Limavady",Between 76 and 76A Duncrun Road  Bellarena  Limavady  BT49 0JD,"268,276","432,100",Pending, ,,,,,,1,12 months and over
H/2014/0119/F,03-Apr-2014,,03-Apr-2014,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Hydroelectricity,To develop a microhydro electricity generating renewable energy system (58Kw) on the Glengomna Water. Electricity to be exported to the grid.,Turbine House 150M Se Of 91 Bancran Road Draperstown. Intake Structure 1300M NW Of Turbine House On Glengoma Water,"272,366","393,501",Pending, ,,,,,,1,12 months and over
R/2014/0471/F,03-Sep-2014,,03-Sep-2014,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Proposed 250kw Wind Turbine with hub height of 40m,Approx 180m North of 11 Moneylane Road Dundrum,"339,324","337,225",Pending, ,,,,,,1,12 months and over
Q/2014/0341/F,19-Sep-2014,,19-Sep-2014,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Full,Major,Residential,Urban,Urban housing developments, ,Demolition of existing properties and the redevelopment of a redundant site for 76 No. dwellings including associated access and car parking. (amended proposal),Lagan Mills  Lower Mount Street  Dromore,"320,408","353,234",Pending, ,,,,,,1,12 months and over
Q/2014/0342/F,19-Sep-2014,,19-Sep-2014,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Full,Local,Commercial,Urban, , ,Demolition of existing properties and the redevelopment of a redundant site for a class A1 retail unit including associated access and car parking (amended proposal),Nos. 2-14 Lower Mount Street and nos. 9-15 Lower Mount Street  Dromore,"320,290","353,292",Pending, ,,,,,,1,12 months and over
Q/2014/0346/DCA,19-Sep-2014,,19-Sep-2014,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Other consents,Local,Other,Urban, , ,Demolition of the above properties to facilitate redevelopment of the former Lagan Mills site (amended scheme),Nos. 2-14 Lower Mount Street  Nos. 9-15 Lower Mount Street and Nos. 1-4 Riverside Terrace  Dromore,"320,290","353,293",Pending, ,,,,,,1,12 months and over
R/2014/0622/F,19-Nov-2014,,19-Nov-2014,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",STRANGFORD,Full,Local,Change of Use,Urban, , ,"Proposed change of use from retail & residential unit to coffee shop, church, creche and offices",17-19 Main Street  Ballynahinch,"336,707","352,541",Pending, ,,,,,,1,12 months and over
B/2015/0005/F,30-Dec-2014,,29-Jun-2015,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Major,Agricultural,Rural: Countryside, , ,"Proposed development of 4 no. pig breeding units (in addition to the single unit previously approved under B/2013/0043/F) to house an overall site total of 2247 sows, 12 no. feed bins and 2 no. above ground sealed slurry stores and bleed off water storage tank and proposed air scrubber on previously approved unit.",Land off Moys Road Approx 170m south west of 171 Glenhead Road Limavady,"265,613","418,367",Withdrawn,Withdrawn,,,15-Jun-2023,Q1,395.8,, 
I/2015/0054/F,18-Feb-2015,,18-Feb-2015,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed pig fattening shed with feed bin (to contain 1500 pork pigs),Land Approx 185M South East Of 15 Knockanroe Road Tullyconnell Cookstown BT80 8SR,"284,607","374,680",Pending, ,,,,,,1,12 months and over
P/2015/0164/F,27-Feb-2015,,27-Feb-2015,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Major,Residential,Urban,Urban housing developments, ,Proposed housing development with associated siteworks and parking,Lands at Chequer Hill and south of College Gardens   Newry,"308,154","327,241",Approved,Approved,21-Aug-2023,Q2,,,421.0,, 
Q/2015/0088/DCA,10-Mar-2015,,10-Mar-2015,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Other consents,Local,Other,Urban, , ,Demolition of shed buildings to facilitate redevelopment of the former lagan Mills site,Sheds adjoining the north-eastern boundary of the former Lagan Mills site  Lower Mount Street  Dromore,"320,507","353,183",Pending, ,,,,,,1,12 months and over
O/2015/0113/F,11-Mar-2015,,11-Mar-2015,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,"Erection of housing development (10 no dwellings including all siteworks) (Amended description, amended location, amended plans)",Lands adjacent to and north and north west of 127 Granemore Road  Granemore  Keady  BT60 2NJ,"288,126","334,699",Pending, ,,,,,,1,12 months and over
P/2015/0218/F,16-Mar-2015,,30-Mar-2015,Strategic Planning Division,N13000012,Department for Infrastructure LPA,SOUTH DOWN,Full,Major,Civic,Rural: Countryside, ,Wind farm,"Construction of a wind farm comprising 8 no. wind turbines (tip height not exceeding 142.5 metres), and electrical substation and control building, construction of internal access tracks, spoil deposition areas, temporary construction compound, formation of passing bays on Mullaghgarriff Road, delivery route improvements at Rostrevor Road, junction improvements at Rostrevor/Mullaghgarriff Road and all associated ancillary works.",Lands approximately 650m south west of 40 Mullaghgarriff Road  Newry in the townlands of Gruggandoo  Grugganskeagh and Mullaghgarve  BT34 5LT,"320,124","326,270",Pending, ,,,,,,1,12 months and over
LA09/2015/0151/F,28-Apr-2015,,28-Apr-2015,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Proposed erection of a Micron M 700 wind turbine with a 40m hub height and a 30m rotor diameter with a maximum output of 225Kw and access laneway,300M South West Of 23 Aghagaskin Road Magherafelt,"289,973","392,371",Withdrawn,Withdrawn,,,05-May-2023,Q1,398.8,, 
LA01/2015/0188/F,15-May-2015,,09-Dec-2016,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Major,Agricultural,Rural: Countryside, , ,"Proposed broiler poultry house (containing 33,500 birds) landscaping swale and ancillary site works at lands approximately 275 metres north west of 145 Pollys Brae Road Limavady Co. Derry",275m NW of 145 Pollysbrae Road   Limavady,"264,475","414,605",Pending, ,,,,,,1,12 months and over
LA04/2015/0796/DCA,30-Jun-2015,,30-Jun-2015,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Other consents,Local,Other,Urban, , ,Demolition of existing multi-storey building,Brunswick House  5-7 Brunswick Street  Belfast  BT2 7GE,"333,618","373,874",Pending, ,,,,,,1,12 months and over
LA08/2015/0773/F,10-Sep-2015,,10-Sep-2015,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Local,Mixed Use,Rural: Countryside, , ,"Retention of shop, store, storage containers and associated siteworks (Amended proposal)",Lands at 283 Newtownhamilton Road  Farranamucklagh  Armagh,"289,740","335,850",Pending, ,,,,,,1,12 months and over
LA06/2015/0677/F,29-Sep-2015,,28-Oct-2015,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Agricultural,Rural: Countryside, , ,"Replacement of existing structure with 1 No. single storey unit to accommodate stables, coach house, tack room, workshop and toilet (Revised description and amended plans)",251a Bangor Road  Whitespots  Newtownards  Co.Down  BT23 7PM,"349,765","376,738",Pending, ,,,,,,1,12 months and over
LA08/2016/0008/F,17-Dec-2015,,17-Dec-2015,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,Erection of 5 no detached two storey dwellings with detached single garages,Lands to the rear of 37-43 Seagoe Road with access via lands adjacent to and west of 19 Seagoe Drive   Portadown.,"301,956","355,066",Approved,Approved,18-May-2023,Q1,,,368.0,, 
LA09/2016/0510/F,13-Apr-2016,,13-Apr-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Urban, , ,"Erection of a War Memorial to commemorate WWI and WWII Dead, along with bollards and lighting",Broad Street Magherafelt,"289,707","390,689",Pending, ,,,,,,1,12 months and over
LA09/2016/0634/O,04-May-2016,,04-May-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Outline,Local,Mixed Use,Rural: Countryside, , ,"Replacement of existing filling station, shop and car wash to incorporate along side it the construction of mixed use units (including a filling station, classes A1 and classes B2) and associated car parking and landscaping  (Transport assessment received)",132 Drum Road Cookstown,"279,852","376,890",Pending, ,,,,,,1,12 months and over
LA09/2016/0748/F,24-May-2016,,24-May-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Urban, , ,"Proposed erection of a memorial to commemorate the centenary of the 1916 Easter Rising and those who died fighting for Irish Freedom, along with two flag holders and lighting",Broad Street Magherafelt,"289,691","390,644",Pending, ,,,,,,1,12 months and over
LA11/2016/0497/O,06-Jun-2016,,06-Jun-2016,Derry and Strabane,N13000006,Derry City and Strabane LPA,FOYLE,Outline,Major,Civic,Urban, , ,"Expansion of and redevelopment of country Park to include new vehicular access, car parks, surfaced footpaths, improvements to and erection of feature historic and amenity buildings, landscaping, paly areas and sporting pitches, allotments, racing dog training areas, lighting, orchard and themed gardens",Ballyarnett Country Park and lands to the North East of Racecourse Road and Alder Road   Derry,"244,742","421,374",Withdrawn,Withdrawn,,,15-Dec-2023,Q3,374.8,, 
LA09/2016/0847/O,14-Jun-2016,,14-Jun-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Outline,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Proposed site for new Chalet Dwelling (additional plans and tree survey),Approx 150M Se Of 22-24 Hanover Square Coagh,"289,020","378,620",Pending, ,,,,,,1,12 months and over
LA09/2016/0908/F,28-Jun-2016,,28-Jun-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Industrial,Rural: Countryside, , ,Removal of surface stockpiles of boulders within previous sand and gravel working to facilitate regarding and restoration in accordance with approval I/2010/0086/F,Lands Approximately 450M North Of 49 Blackrock Road Cookstown,"269,252","384,682",Withdrawn,Withdrawn,,,25-Apr-2023,Q1,339.2,, 
LA07/2016/0898/O,01-Jul-2016,,01-Jul-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Outline,Major,Mixed Use,Urban, , ,"Outline planning permission, with some matters reserved, is being sought for a period of 5 years for proposed development comprising an industrial estate incorporating light industrial and distribution and storage uses on lands at Carnmeen Farm, accessed from the Derryboy Rd within the Carnbane Industrial Estate. The outline proposal provides for mix of B2 light industrial (c.27500m2) and B4 storage and distribution uses 9c 28500 m2) with a maximum total gross floorspace provision of 56000m2 together with the provision of ancillary carparking facilities and associated services. (Amended plans and revised description)",Lands at Carnmeen Farm (to the east of the A27Tandragee Road and to the east and south of the A1 Newry bypass)  Newry  Co Down,"307,921","330,531",Pending, ,,,,,,1,12 months and over
LA01/2016/0937/F,04-Aug-2016,,04-Aug-2016,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Agricultural,Rural: Countryside, , ,Retention of farm building with slatted floor and below ground slurry reception tank and associated yard.,Lands approximately 95m East of 6 Drumrane Road  Limavady.,"266,324","421,848",Pending, ,,,,,,1,12 months and over
LA10/2016/0803/F,04-Aug-2016,,05-Aug-2016,Fermanagh and Omagh,N13000007,Fermanagh and Omagh LPA,WEST TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,Retention of existing meal bin,"Approx 180m SW of 31 Crosh Road,  Omagh","249,097","375,881",Approved,Approved,05-May-2023,Q1,,,335.4,, 
LA09/2016/1162/F,22-Aug-2016,,22-Aug-2016,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Housing development adjacent to and South West of No. 31 Trewmount Road (Reduced from 19 dwellings to 17 dwellings),29 Trewmount Road Killyman Dungannon And Lands Adjacent,"284,250","360,834",Pending, ,,,,,,1,12 months and over
LA07/2016/1122/F,23-Aug-2016,,23-Aug-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Proposed new housing development of 16 no semi-detached & 4 no townhouses and associated site works.,Site at Bog Road  Forkhill south-west of junction with Church Road and west of junction between Main Street and School Road  Forkhill  Newry Co Armagh.,"301,217","316,127",Pending, ,,,,,,1,12 months and over
LA09/2016/1406/F,05-Oct-2016,,05-Oct-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Mixed Use,Rural: Countryside, , ,Provision of Additional Car Parking and Associated Site Works,Lands 60M Se Of The Ponderosa Bar And Restaurant 974 Glenshane Road Dungiven,"278,190","403,174",Pending, ,,,,,,1,12 months and over
LA01/2016/1328/F,20-Oct-2016,,01-Nov-2016,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Major,Residential,Rural: Countryside,Rural other (countryside), ,"Full application for a Hotel and Spa Complex ( including conference and banqueting facilities, holiday cottages, North West 200 visitor attraction (including exhibition space, tourist retail unit ( c.150 sq m ) and office space), demonstration restaurant, car/coach parking, access/junction alterations, landscaping, private sewerage treatment plant and water bore holes together with associated apparatus/infrastructure works on land south of 120 Ballyreagh Road (A2), Portstewart, BT55 7PT (Amended description & plans)",North West Hotel and Spa Complex land south of 120 Ballyreagh Road  Portstewart  Co Londonderry  BT55,"283,069","439,018",Pending, ,,,,,,1,12 months and over
LA07/2016/1474/F,28-Oct-2016,,04-Nov-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Commercial,Rural: Settlement, , ,"Demolition of Nos 23 and 25 Church Street, Rostrevor, (retrospective) and the construction of new office block with associated parking to the rear (amended proposal and site address)",Nos 23 and 25 Church Street Rostrevor BT34 3BA,"317,990","318,416",Refused,Refused,26-Feb-2024,Q4,,,363.0,, 
LA11/2016/0968/F,28-Oct-2016,,03-Nov-2016,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Residential,Urban,Urban housing developments, ,Construction of 12no 3 Bed Semi detached houses together with associated site works and access onto Fountain Street (Amended proposal and plans),Site adjacent to North Western boundary of No. 50 Fountain Street  Strabane  Co Tyrone  BT82 8JL,"235,409","397,040",Pending, ,,,,,,1,12 months and over
LA07/2016/1612/F,06-Dec-2016,,06-Dec-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Agricultural,Rural: Countryside, , ,Proposed agricultural shed,Approximately 110m east of 83 Slievenaboley Road  Dromara  Dromore  BT25 2EW,"327,337","343,481",Pending, ,,,,,,1,12 months and over
LA07/2017/0024/F,30-Dec-2016,,30-Dec-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Other,Rural: Countryside, , ,"Amendment/Variation of Conditions 4 and 6 of Planning approval R/2002/0971/F. Condition 4 to read ""In any calendar year the site shall be used for no more than the following number of days for each purpose:- Motor car racing, practising and speed trails including motor car sprints, motorcycle racing including practising and speed trails, Go-kart racing including practising and speed trails twenty four days in total''.  Condition 6 to read "" Racing to take place on more than two Sundays per calendar year",29 Lismore Road  Bishopscourt  Ballyhornan  BT30 7EY,"357,460","342,520",Pending, ,,,,,,1,12 months and over
LA11/2017/0264/F,23-Feb-2017,,02-Mar-2017,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed 1 No. Pig shed with 2 No. feed bins and an above ground slurry store at land approx. 310m SW of 19 Barron Road, Dunamanagh, Strabane, BT82 0JD -  Revised AQIA & Nutrient Management Plans",Land approx. 310m S.W of 19 Barron Road Dunamanagh Strabane BT82 0JD (central grid reference - 242389  401128,"242,457","401,163",Pending, ,,,,,,1,12 months and over
LA07/2017/0464/F,22-Mar-2017,,22-Mar-2017,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Major,Industrial,Urban, , ,"Light industry, business and storage and distribution units, car parking, landscaping, ancillary works (including cut and fill) with access onto Carnbane Way",Lands to the North of Rathmore Road (60m North/North West of 23 and 32 Rathmore Road)  adjacent and North West of 86/88 Shandon Park  sited immediately adjacent and South of and access onto Carnbane Way  Newry,"308,396","328,680",Pending, ,,,,,,1,12 months and over
LA11/2017/0348/F,29-Mar-2017,,03-Apr-2017,Derry and Strabane,N13000006,Derry City and Strabane LPA,FOYLE,Full,Local,Agricultural,Rural: Countryside, , ,Retention of in part above ground slurry lagoon formed using clay banks and purpose made liner,Approx 215m NNE of 191 Glenshane Road Claudy  Co Londonderry,"248,727","412,185",Pending, ,,,,,,1,12 months and over
LA09/2017/0642/F,09-May-2017,,09-May-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Proposed dwelling,Approx 10M N.E. Of 5 Glenville Terrace Upperlands,"287,244","404,521",Pending, ,,,,,,1,12 months and over
LA09/2017/0706/F,23-May-2017,,23-May-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed 1 pig shed with 1 feed bin and associated site works (pig shed to contain 600 fattener pigs)  (Amended description),Land Approx. 250M N.W. Of 18 Corkill Road Cookstown,"273,922","379,656",Pending, ,,,,,,1,12 months and over
LA01/2017/0769/F,09-Jun-2017,,09-Jun-2017,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,NORTH ANTRIM,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed new poultry unit for 16,000 birds.  New store, meal bins, concrete apron and associated landscaping",330m East of 166 Garryduff Road  Dunloy,"300,328","421,374",Pending, ,,,,,,1,12 months and over
LA05/2017/0633/O,09-Jun-2017,,09-Jun-2017,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Outline,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Proposed 2 no. infill dwellings and garages,Adj to 11 Magheraconluce Lane,"328,402","355,410",Refused,Refused,26-Sep-2023,Q2,,,312.8,, 
LA09/2017/0810/F,14-Jun-2017,,14-Jun-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,New Dwelling,Coltrim Lane Moneymore (Approx. 220M From Junction With Cookstown Road),"284,740","382,012",Pending, ,,,,,,1,12 months and over
